listing_id,neighbourhood,zipcode,price
9812150,Bedford-Stuyvesant,11233,45
9813715,Williamsburg,11211,80
9818465,Morningside Heights,10027,125
9819018,Lower East Side,10002,62
9819589,Fort Greene,11217,80
9820053,Soho,10012,195
9820533,Bedford-Stuyvesant,11233,90
9820968,Hell's Kitchen,10019,200
9822738,Upper East Side,10021,199
9822983,Prospect Heights,11238,40
9823505,Hell's Kitchen,10036,100
9823636,Hell's Kitchen,10036,85
9824613,Kips Bay,10010,120
9825448,Crown Heights,11225,119
9826062,Murray Hill,10016,210
9827941,Sheepshead Bay,11229,38
9828004,Sheepshead Bay,11229,38
9832827,East Harlem,10029,110
9835226,Upper West Side,10025,295
9837205,Bay Ridge,11209,140
9838832,Upper West Side,10024,100
9840355,West Village,10014,120
9842117,East Harlem,10029,120
9843826,Soho,10013,131
9844047,Kensington,11218,130
9844439,Williamsburg,11249,240
9844482,Lefferts Garden,11225,125
9844509,Lefferts Garden,11225,150
9845314,Bushwick,11221,129
9846114,Mott Haven,10455,70
9846550,Midwood,11230,96
9846616,East Village,10009,100
9853674,Midtown,10019,180
9855458,Williamsburg,11211,135
9856730,Hell's Kitchen,10018,120
9856995,Bedford-Stuyvesant,11205,70
9857967,Williamsburg,11211,85
9858687,Jamaica,11412,51
9859181,Ditmars / Steinway,11105,88
9859888,Harlem,10027,65
9860571,Williamsburg,11206,79
9861196,Times Square/Theatre District,10036,239
9861323,Park Slope,11215,120
9861747,Financial District,10005,175
9862199,Upper West Side,10025,103
9862364,Bushwick,11206,48
9862913,Fort Greene,11205,60
9863045,East Harlem,10035,140
9863626,Crown Heights,11225,50
9864137,Boerum Hill,11217,500
9864926,,10010,209
9865262,Lower East Side,10002,300
9865506,Gramercy Park,10010,200
9865901,Hell's Kitchen,10019,180
9866779,Hamilton Heights,10031,30
9867168,Ridgewood,11385,76
9867830,Williamsburg,11211,100
9872904,Lower East Side,10002,55
9874418,Greenpoint,11222,30
9874710,Times Square/Theatre District,10036,139
9875791,Upper East Side,10021,139
9876971,Williamsburg,11249,219
9877436,Flatiron District,10010,270
9879556,Upper East Side,10065,249
9880006,,10010,229
9880140,Washington Heights,10040,100
9881195,Astoria,11106,150
9881926,Midtown,10019,369
9882440,Midtown,10019,369
9883768,Williamsburg,11249,90
9886606,East Harlem,10029,94
9894602,Astoria,11106,65
9894820,Upper East Side,10065,149
9896731,Harlem,10026,100
9898107,Murray Hill,10016,150
9899132,Long Island City,11101,200
9899499,Greenpoint,11222,50
9900224,Upper West Side,10023,140
9901614,Financial District,10006,160
9902314,Greenpoint,11222,70
9904223,Midtown East,10022,599
9904386,Alphabet City,10009,100
9904570,Midtown,10018,200
9905142,East Village,10003,180
9906178,Greenwich Village,10012,200
9906415,Hell's Kitchen,10036,245
9907257,Lower East Side,10002,175
9908304,Gowanus,11217,300
9911083,Morningside Heights,10027,45
9915643,Lefferts Garden,11225,99
9916371,Bedford-Stuyvesant,11221,120
9919837,Bedford-Stuyvesant,11216,75
9920941,Lefferts Garden,11226,65
9921802,Bedford-Stuyvesant,11221,60
9922513,Hell's Kitchen,10019,60
9922753,Park Slope,11215,45
9925349,Midtown East,10022,65
9925760,Lower East Side,10002,120
9925926,Crown Heights,11238,115
9926274,Greenpoint,11222,89
9926520,Kensington,11218,85
9926792,Hell's Kitchen,10018,146
9927666,Williamsburg,11249,159
9935700,Financial District,10006,169
9935992,Financial District,10006,169
9936109,Morningside Heights,10027,200
9936873,Ridgewood,11385,55
9937434,Upper West Side,10023,200
9937558,Midtown,10019,215
9937667,Midtown,10019,175
9938066,Midtown East,10016,110
9938208,Midtown East,10016,110
9940966,Chelsea,10001,199
9943207,Williamsburg,11211,349
9943876,Williamsburg,11211,175
9944013,Chinatown,10002,91
9944017,Gramercy Park,,235
9944018,Gramercy Park,10010,221
9944426,Battery Park City,10006,225
9945127,Brooklyn Heights,11201,200
9953924,Kips Bay,10016,175
9954585,Williamsburg,11211,100
9955493,Lefferts Garden,11225,120
9955886,East Harlem,10029,50
9956834,Harlem,10030,120
9958456,Alphabet City,10009,150
9966717,Crown Heights,11213,49
9970462,East Village,10003,150
9970995,Williamsburg,11222,63
9973600,Hell's Kitchen,10019,140
9973680,Williamsburg,11211,55
9974135,Chinatown,10013,135
9975425,Hamilton Heights,10031,110
9976124,Crown Heights,11216,93
9976877,Greenpoint,11222,70
9978348,Harlem,10027,115
9978606,Alphabet City,10009,80
9979094,Corona,11368,35
9985852,Park Slope,11215,60
9986869,Park Slope,11215,50
9989805,Kips Bay,10016,270
9990448,Jackson Heights,11372,26
9992479,Hamilton Heights,10031,59
9993180,Astoria,11102,95
9994304,East Harlem,10029,150
9996793,Bedford-Stuyvesant,11216,70
9996946,Astoria,11103,95
9998688,Hell's Kitchen,10036,105
9998898,Bedford-Stuyvesant,11221,93
9999252,Bedford-Stuyvesant,11233,85
9999878,Bedford-Stuyvesant,11233,77
10000070,Flatbush,11226,55
10000943,Upper West Side,10024,199
10008615,Hamilton Heights,10031,125
10009377,Bushwick,11237,42
10010012,Washington Heights,10032,200
10010845,Upper West Side,10025,90
10011086,Hamilton Heights,10031,100
10011763,Bushwick,11207,70
10011850,Midtown East,10016,110
10013355,Lower East Side,10002,70
10013750,Lower East Side,10002,75
10015137,Lefferts Garden,11225,80
10015195,Midtown East,10016,110
10015258,Upper West Side,10025,80
10016124,Midtown East,10016,170
10016353,Lower East Side,10002,65
10016503,Midtown East,10016,165
10016601,Murray Hill,10016,115
10016832,Murray Hill,10016,150
10017050,Jackson Heights,11369,700
10017087,Murray Hill,10016,115
10017170,Murray Hill,10016,150
10017458,Murray Hill,10016,115
10017561,Murray Hill,10016,115
10018549,Williamsburg,11249,89
10019023,,11216,70
10019312,Gramercy Park,10010,114
10019404,Crown Heights,11216,90
10021499,Williamsburg,11206,61
10021643,Upper West Side,10025,100
10021707,Bushwick,11206,40
10031902,,10036,150
10033868,,10036,166
10033879,Williamsburg,11206,50
10034364,Williamsburg,11211,58
10034709,Bushwick,11237,35
10034817,,10036,150
10035098,Upper West Side,10023,175
10035920,,11216,175
10036313,Chelsea,10011,425
10037605,Chelsea,10001,170
10037631,Washington Heights,10040,120
10037800,Greenpoint,11222,48
10038170,Greenpoint,11222,350
10039916,Midtown,10016,65
10041157,Hamilton Heights,10031,104
10042932,Sunnyside,11102,68
10043483,Upper East Side,10075,125
10053934,Park Slope,11215,150
10054070,Astoria,11101,96
10056170,East Village,10003,129
10056235,,11249,150
10056245,Midwood,11230,35
10056358,Lower East Side,10002,130
10057854,Long Island City,11101,35
10059699,Union Square,10011,159
10062378,Lower East Side,10002,122
10065831,Bedford-Stuyvesant,11216,37
10066662,Soho,10012,160
10066875,Noho,10003,299
10067809,Greenpoint,11222,110
10068269,Williamsburg,11211,130
10068653,Alphabet City,10009,350
10069174,Flatbush,11226,128
10069586,Crown Heights,11216,35
10070693,,10065,130
10071188,Crown Heights,11213,153
10073940,Jamaica,11435,186
10074185,Bushwick,11237,70
10075145,Financial District,10006,225
10076836,Upper West Side,10024,150
10078736,Bedford-Stuyvesant,11221,204
10080979,Gramercy Park,10003,140
10082057,Flatbush,11230,115
10083682,Williamsburg,11249,190
10083881,Morningside Heights,,100
10083973,Williamsburg,11211,119
10084117,Downtown Brooklyn,11201,110
10086307,Harlem,10027,110
10086885,Canarsie,11236,90
10087874,Bedford-Stuyvesant,11233,61
10088464,East Village,10009,65
10089333,Upper East Side,10065,150
10090553,Midtown East,10022,76
10095611,Crown Heights,11216,120
10096773,Chelsea,10011,145
10100241,Bedford-Stuyvesant,11216,399
10100799,Park Slope,11215,115
10101135,Jamaica,11434,47
10101765,Midtown East,10065,99
10101791,Washington Heights,10033,75
10102949,Midtown East,10017,288
10103745,Bushwick,11221,80
10104123,East Village,10009,100
10105617,Bushwick,11221,140
10106768,Bedford-Stuyvesant,11233,62
10115137,East Flatbush,11203,165
10115781,Williamsburg,11249,80
10116440,Washington Heights,10040,120
10117223,Bushwick,11207,50
10119376,,10012,159
10120021,East Village,10009,250
10123090,Midtown,10019,500
10124372,Bedford-Stuyvesant,11216,189
10126521,Lefferts Garden,11225,46
10127075,Soho,10013,525
10132356,Harlem,10027,150
10134298,Gramercy Park,10003,85
10135702,Greenpoint,11222,50
10137876,Nolita,10012,69
10138218,Nolita,10012,69
10138349,Boerum Hill,11217,71
10138533,Nolita,10012,69
10138870,Nolita,10012,105
10139922,Harlem,10027,105
10140164,Upper West Side,10025,250
10140368,Jamaica,11435,45
10140462,Alphabet City,10009,68
10142499,Corona,11368,37
10143705,East Village,10003,60
10148201,East Village,10009,150
10148955,Clinton Hill,11238,210
10149393,Hell's Kitchen,10019,115
10154118,Harlem,10026,67
10154138,West Village,10014,225
10154702,Midtown East,10022,120
10155150,Harlem,10027,99
10155159,Harlem,10027,95
10156574,Financial District,10004,329
10157977,Lower East Side,10002,299
10160215,Gravesend,11223,79
10162752,Bushwick,11237,110
10163240,Morningside Heights,10025,70
10165064,Upper West Side,10025,165
10165663,Bedford-Stuyvesant,11233,110
10170156,,11218,99
10171782,Hamilton Heights,10031,37
10176679,Boerum Hill,11201,70
10178082,Upper East Side,10128,68
10186192,East Elmhurst,11369,45
10186440,Bushwick,11221,49
10186787,Williamsburg,11206,38
10186876,Lower East Side,10002,85
10191601,Astoria,11102,125
10192197,Alphabet City,10009,116
10192697,Ditmars / Steinway,11370,85
10193343,East Harlem,10029,100
10205130,East Harlem,10035,220
10205612,Crown Heights,11213,70
10206059,Murray Hill,10016,199
10206990,Hell's Kitchen,10019,135
10207267,Upper West Side,10025,140
10207451,Flatbush,11230,150
10207629,Upper West Side,10025,180
10207639,,10025,55
10209283,East Flatbush,11203,190
10212685,Park Slope,11215,143
10222008,East Village,10003,110
10229444,Astoria,11103,110
10230429,Jamaica,11413,60
10231834,Kips Bay,10016,145
10232553,Williamsburg,11249,145
10233244,Crown Heights,11225,47
10243039,,10013,120
10243685,Inwood,10034,50
10243895,Upper West Side,10024,285
10246037,Upper East Side,10028,119
10246479,Crown Heights,11213,800
10247376,Williamsburg,11211,125
10247799,Williamsburg,11211,64
10252499,Hell's Kitchen,10019,50
10253315,Sunnyside,11104,178
10253367,Astoria,11102,80
10261703,,10014,1750
10265376,Bayside,11361,109
10267034,Gravesend,11223,39
10267242,Gravesend,11223,49
10268073,Chelsea,10001,82
10268868,Sunnyside,11104,60
10270377,Harlem,10026,60
10270687,Astoria,11106,275
10273206,Morningside Heights,10027,70
10273251,Bushwick,11206,120
10277010,Clinton Hill,11238,261
10279737,Williamsburg,11249,175
10289124,Bedford-Stuyvesant,11221,99
10291127,Midtown,10018,160
10295857,Hell's Kitchen,10019,80
10298106,Williamsburg,11206,48
10298783,Harlem,10027,65
10310556,East Harlem,10029,169
10316551,Gowanus,11217,99
10318395,,11221,298
10318675,Williamsburg,11206,41
10336440,Clinton Hill,11238,200
10337217,Upper East Side,10028,100
10337920,Bay Ridge,11209,30
10338839,The Rockaways,11691,180
10339835,Union Square,10003,250
10340994,Bay Ridge,11209,55
10343766,Sunnyside,11377,58
10351593,Harlem,,90
10353094,Park Slope,11215,49
10354038,Red Hook,11231,95
10355146,Crown Heights,11216,155
10355806,Clinton Hill,11238,47
10356144,Lower East Side,10009,65
10357730,Ditmars / Steinway,11105,38
10360144,Ditmars / Steinway,11106,40
10365516,Bushwick,11221,129
10365991,Murray Hill,10016,83
10369038,Flushing,11355,50
10369047,Flushing,11355,50
10377181,,11102,50
10377405,Nolita,10012,200
10382430,Bushwick,11207,35
10383284,Bushwick,11207,75
10386831,Boerum Hill,11217,62
10390902,Bushwick,11237,75
10401534,Greenwich Village,10014,80
10403922,Gowanus,11217,149
10404638,Times Square/Theatre District,10036,300
10405711,Williamsburg,11249,60
10407271,,11206,100
10409905,East Harlem,10029,90
10411964,Bedford-Stuyvesant,11233,89
10413474,Williamsburg,11249,350
10413492,,10036,120
10413576,New Brighton,10301,50
10422987,Nolita,10012,69
10423038,Nolita,10012,69
10423846,Fort Greene,11217,175
10426358,Midtown East,10017,175
10431239,Williamsburg,11211,275
10433510,Greenpoint,11222,125
10434806,,10036,150
10435862,Midwood,11229,64
10446926,Harlem,10030,45
10452249,Soho,10012,500
10459429,Harlem,10030,48
10460113,Harlem,10031,92
10470258,East Harlem,10035,115
10474225,West Village,10014,77
10474780,Flatbush,11226,50
10476404,Clinton Hill,11238,55
10477767,Columbia Street Waterfront,11231,275
10482237,Chelsea,10001,85
10482409,Chelsea,10001,85
10482554,Chelsea,10001,85
10484019,Park Slope,11215,120
10488505,Upper West Side,10025,275
10491594,Middle Village,11379,99
10499025,Greenpoint,11222,70
10502148,,11221,55
10512575,Upper West Side,10024,136
10514166,Williamsburg,11249,65
10514879,East Village,10003,450
10515838,Nolita,10012,69
10516044,,10012,69
10516322,Nolita,10012,69
10516712,,10012,69
10527546,Upper West Side,10025,200
10538353,Park Slope,11215,195
10539491,Upper West Side,10025,225
10539779,Alphabet City,10009,140
10542174,Downtown Brooklyn,11201,144
10545027,Clinton Hill,11205,165
10546254,Fort Greene,11238,150
10546363,Gramercy Park,10003,63
10548910,Kips Bay,10016,450
10553703,,10013,200
10560986,Greenpoint,11222,39
10562990,Flatbush,11218,100
10563686,Fort Greene,11205,125
10564616,,10036,130
10567332,Williamsburg,11211,40
10569037,,10128,100
10572595,,10013,183
10575777,Chinatown,10002,110
10586622,Park Slope,11215,160
10593675,Bensonhurst,11223,49
10595374,Crown Heights,11213,283
10598766,Hamilton Heights,10031,225
10599053,,10031,60
10602231,Hamilton Heights,10031,160
10605897,Crown Heights,11213,199
10611168,,10036,130
10612067,Upper East Side,10075,179
10614204,Harlem,10027,110
10614478,Kips Bay,10016,175
10619886,Midtown,10001,220
10628133,Chinatown,10002,135
10629713,Nolita,10019,135
10637010,Morningside Heights,,80
10650813,Hell's Kitchen,10019,160
10657189,Bedford-Stuyvesant,11206,68
10658613,Astoria,11103,130
10659825,Midwood,11230,60
10666196,Chelsea,10011,200
10670128,West Brighton,10310,80
10671589,Windsor Terrace,11218,89
10673134,,10075,350
10674243,Inwood,10034,70
10674836,East Village,10009,39
10676959,Harlem,10026,89
10679350,East Village,10009,280
10681555,Hell's Kitchen,10019,117
10682290,Bushwick,11237,50
10684164,Flatbush,11226,75
10685496,Astoria,11105,22
10692885,Chelsea,10011,120
10700683,Murray Hill,10016,260
10702489,Flatbush,11226,49
10703724,Alphabet City,10009,120
10704981,Upper West Side,10025,175
10707758,Norwood,10467,55
10708300,Crown Heights,11225,97
10708986,Williamsburg,11211,120
10709205,East Harlem,10029,270
10709249,Bedford-Stuyvesant,11233,155
10709846,Greenpoint,11222,55
10719039,Riverdale,10463,70
10721891,,10036,100
10723142,Astoria,11103,35
10729454,Upper East Side,10021,50
10729692,Nolita,10012,80
10732197,Roosevelt Island,10044,63
10733783,Flatbush,11226,60
10746611,West Village,10014,165
10753780,Clinton Hill,11238,125
10755640,Lefferts Garden,11225,50
10765309,West Village,10014,200
10769752,Flatbush,11226,54
10771754,,11226,30
10773150,East Harlem,10029,45
10773469,Bushwick,,49
10788988,Bedford-Stuyvesant,11221,68
10789911,Astoria,11102,80
10790350,Park Slope,11215,87
10801094,Fort Greene,11238,225
10807685,Midtown East,10022,87
10807749,Park Slope,11215,120
10807838,Baychester,10469,35
10811679,East Harlem,10029,85
10811875,Williamsburg,11211,120
10812263,Columbia Street Waterfront,11231,110
10826734,Bushwick,11207,33
10828230,Crown Heights,11238,45
10829384,Williamsburg,11249,200
10829701,Williamsburg,11206,65
10835002,Bushwick,11207,120
10838084,Washington Heights,10040,45
10839007,Lower East Side,10002,90
10842610,Lefferts Garden,11225,125
10847705,Flatiron District,10016,275
10848827,Flatbush,11226,36
10855464,Sunset Park,11232,40
10859700,Jackson Heights,11370,145
10874577,Upper East Side,10065,175
10883053,Upper East Side,10128,170
10883292,Williamsburg,11206,269
10884260,Washington Heights,10040,80
10887847,Upper West Side,10025,89
10887852,Hell's Kitchen,10019,125
10888320,Tremont,10457,109
10901062,Windsor Terrace,11215,150
10903055,Chelsea,10001,119
10919968,Upper West Side,10025,150
10922889,Lower East Side,10002,40
10928250,Harlem,10026,399
10938544,Lefferts Garden,11225,40
10939344,Hell's Kitchen,10036,140
10939710,Ridgewood,11385,71
10941762,Lower East Side,10002,395
10943915,Hamilton Heights,10031,198
10946644,Crown Heights,11216,162
10947986,Kingsbridge,10463,99
10957871,Alphabet City,10009,65
10962461,,10033,70
10966240,Bedford-Stuyvesant,11221,30
10967749,Hell's Kitchen,10036,269
10969203,Bedford-Stuyvesant,11216,59
10969685,Upper East Side,10128,149
10980678,Bedford-Stuyvesant,11216,85
10984999,Lower East Side,10002,85
10987342,Brooklyn Heights,11201,150
10996466,Crown Heights,11238,65
11003247,Washington Heights,10033,90
11006093,Hudson Square,10014,150
11010008,Astoria,11103,70
11011567,Columbia Street Waterfront,11231,162
11014177,,,170
11014346,Crown Heights,11216,75
11016158,Upper West Side,10025,195
11020841,Bedford-Stuyvesant,11216,85
11023993,Flushing,11355,60
11032957,Clinton Hill,11238,190
11033476,Greenwood Heights,11215,50
11036071,Lefferts Garden,11225,125
11040458,Harlem,10026,300
11043540,Lower East Side,10002,150
11043970,Hell's Kitchen,10018,80
11046598,Flatbush,11226,219
11057382,Hell's Kitchen,10019,325
11058826,Alphabet City,10002,175
11063065,Midtown East,10022,70
11065633,Gramercy Park,10010,150
11068187,Upper West Side,10024,145
11068607,Williamsburg,11237,79
11069190,Harlem,10026,155
11077282,Clinton Hill,11205,206
11083362,Washington Heights,10032,58
11084417,Lower East Side,10002,70
11089123,Lower East Side,10002,100
11096433,Times Square/Theatre District,10019,450
11099396,Long Island City,11101,71
11100541,Carroll Gardens,11231,180
11103400,Crown Heights,11238,63
11118296,Forest Hills,11375,100
11120231,Crown Heights,11213,85
11139469,Bedford-Stuyvesant,11233,103
11140165,Park Slope,11215,340
11143891,Bushwick,11221,50
11144544,Midtown,10016,116
11144797,Bushwick,11221,35
11145050,Upper West Side,10024,117
11147376,Fort Greene,11217,185
11147993,Baychester,10469,85
11153954,East Harlem,10035,75
11156579,Midtown East,10022,180
11156918,West Village,10014,100
11159093,Crown Heights,11238,60
11159781,Woodside,11377,55
11162564,Gramercy Park,10003,150
11175261,Lefferts Garden,11226,100
11182867,East Harlem,10035,129
11183567,Upper East Side,10065,154
11185885,East Village,10009,95
11187722,Hell's Kitchen,10018,185
11191242,Gramercy Park,10003,125
11202113,East Harlem,10035,179
11202427,East Harlem,10035,199
11202706,East Harlem,10035,239
11204018,Crown Heights,11225,40
11206278,Lower East Side,10002,145
11206920,,10036,40
11207036,Midtown,10001,220
11210604,Upper West Side,10025,40
11223389,Midtown East,10022,350
11228502,Richmond Hill,11418,45
11234747,Astoria,11106,1800
11237441,Williamsburg,11249,130
11238613,Sunset Park,11220,86
11238715,Bushwick,11237,65
11239271,Sunset Park,11220,300
11243953,,10036,160
11244568,,10013,145
11244921,Midtown East,10017,160
11249945,Williamsburg,11211,65
11252884,Roosevelt Island,10044,90
11255432,Ridgewood,11385,99
11256834,East Harlem,10029,300
11259934,Williamsburg,11206,64
11271036,East Harlem,10029,30
11276602,East Village,10003,125
11281365,Washington Heights,10032,70
11281913,West Village,10014,168
11282208,Bedford-Stuyvesant,11221,195
11284550,,11222,99
11289857,Flatbush,11226,199
11291559,Park Slope,11215,199
11293039,Greenwich Village,10003,295
11296590,Chelsea,10011,165
11301136,Upper East Side,10028,125
11304325,West Village,10014,250
11305043,Elmhurst,11373,50
11317209,Williamsburg,11206,65
11322391,Bushwick,11221,50
11325499,Park Slope,11215,95
11325635,Bedford-Stuyvesant,11216,195
11334624,Lower East Side,10002,325
11335874,East Harlem,10029,40
11339154,Upper West Side,10024,175
11340694,,10013,115
11341728,,10013,116
11357182,Williamsburg,11211,41
11359026,Hell's Kitchen,10019,200
11359148,Flatbush,11226,85
11360407,Clinton Hill,11238,150
11360854,East Harlem,10029,65
11370047,East Harlem,10030,80
11371773,Bedford-Stuyvesant,11221,90
11372267,,10036,100
11372330,Harlem,10030,177
11374189,Kips Bay,10016,220
11375631,Upper East Side,10021,150
11377330,Hell's Kitchen,10019,760
11378564,Greenpoint,11222,176
11380956,,10036,100
11381526,,10013,120
11391101,Bushwick,11237,60
11396225,Harlem,10035,137
11396922,Prospect Heights,11238,150
11400327,Hell's Kitchen,10036,200
11401884,East Harlem,10029,100
11410116,Lower East Side,10002,160
11410144,Bushwick,11237,109
11412104,Williamsburg,11206,45
11417863,Crown Heights,11233,97
11419898,Financial District,10005,175
11421994,Ridgewood,11385,118
11422056,Woodside,11377,120
11422779,Lower East Side,10002,91
11431526,Carroll Gardens,,125
11434570,Upper West Side,10025,140
11435936,Hell's Kitchen,10019,180
11438189,Bedford-Stuyvesant,11233,119
11439208,Williamsburg,11211,60
11440252,Upper East Side,10028,90
11440260,,10036,120
11442670,Jamaica,11435,40
11451070,Morningside Heights,10025,130
11451660,Greenpoint,11222,116
11452204,,10036,110
11452989,Hamilton Heights,10031,50
11453029,Crown Heights,11238,75
11453784,Chelsea,10011,150
11455372,Bushwick,11221,250
11457413,Financial District,10005,170
11458818,Times Square/Theatre District,10019,285
11460993,Harlem,10030,169
11461524,Greenpoint,11222,47
11461798,Upper West Side,10025,150
11465084,,10009,180
11470210,Bedford-Stuyvesant,11221,50
11473750,Mott Haven,10454,100
11474011,,10036,170
11474664,Ozone Park,11417,120
11478813,Flatiron District,10010,600
11481063,Bedford-Stuyvesant,11221,45
11481639,Corona,11368,40
11490744,Lefferts Garden,11225,175
11495797,Midtown East,10022,1100
11496210,Ozone Park,11417,87
11497938,Spuyten Duyvil,10463,79
11505981,Upper East Side,10128,135
11506248,Park Slope,11215,125
11509158,Hell's Kitchen,10036,375
11509497,,11216,71
11511431,Hamilton Heights,10031,165
11511592,Hamilton Heights,10031,45
11512962,Hell's Kitchen,10019,400
11517530,Alphabet City,10009,141
11528951,Crown Heights,11213,160
11529142,East Harlem,10029,120
11531130,Williamsburg,11249,100
11531322,Greenwood Heights,11215,155
11532023,Williamsburg,11249,75
11546080,Bedford-Stuyvesant,11233,85
11546119,Bushwick,11221,50
11546806,Hell's Kitchen,10019,59
11547246,Lower East Side,10002,85
11548744,Long Island City,11101,158
11549838,Flatbush,11226,59
11553360,Fort Greene,11205,999
11553403,Lower East Side,10002,65
11553426,East Harlem,10029,225
11553460,Soundview,12814,399
11553484,Park Slope,11215,115
11554255,Jamaica,11436,40
11555501,Upper East Side,10128,75
11555593,Fort Greene,11217,130
11562397,,11222,80
11564373,Jamaica,11434,150
11565841,,11225,135
11567179,Ridgewood,11385,60
11568577,,10013,101
11571841,Long Island City,11101,71
11574762,Financial District,10038,159
11574785,Chinatown,10038,95
11575073,Bedford-Stuyvesant,11221,50
11582472,,11206,132
11586941,Bushwick,11206,81
11587722,Upper West Side,10025,299
11589895,Midtown,10016,110
11590055,Midtown,10016,215
11591118,Bay Ridge,11209,100
11591546,Flatiron District,10016,299
11591700,East Village,10003,325
11591798,Crown Heights,11213,100
11593727,Crown Heights,11213,99
11602036,Midtown East,10016,110
11602050,Upper East Side,10128,133
11602574,Lower East Side,10002,250
11602886,Upper East Side,10065,190
11603201,Astoria,11106,65
11603913,Upper West Side,10024,135
11604005,Red Hook,11231,120
11605983,Boerum Hill,11201,125
11607729,Bayside,11361,179
11608002,Chelsea,10001,195
11609108,Chinatown,10013,142
11611298,Gramercy Park,10010,97
11618338,Williamsburg,11206,63
11618854,East Elmhurst,11369,45
11619745,Hell's Kitchen,10019,185
11619987,Chinatown,10013,175
11620062,Kips Bay,10016,133
11624287,Cobble Hill,11201,99
11624421,Fort Greene,11238,50
11627123,Washington Heights,10032,36
11636784,Bushwick,11206,380
11638050,,10022,329
11638302,Washington Heights,10033,100
11638339,East Village,10003,90
11641041,Astoria,11105,158
11643472,Murray Hill,10016,225
11650510,Bedford-Stuyvesant,11233,215
11650863,Lower East Side,10002,140
11651283,Upper East Side,10128,133
11651455,Midtown East,10022,150
11651505,Flushing,11355,55
11651554,Greenwich Village,10012,142
11652872,Midtown East,10022,142
11653081,Flatbush,11218,150
11653913,Astoria,11103,190
11655500,Crown Heights,11238,106
11656239,Greenpoint,11222,105
11656396,Williamsburg,11211,190
11656716,Inwood,10034,150
11657725,Upper East Side,10128,119
11657888,Bedford-Stuyvesant,11221,62
11659242,Lower East Side,10002,129
11671236,Kew Garden Hills,11367,60
11671588,Upper West Side,10024,150
11672400,Gramercy Park,10003,130
11672849,Upper West Side,10069,172
11673282,Upper East Side,10028,250
11674081,Bushwick,11207,50
11674309,Kips Bay,10016,133
11675095,Upper West Side,10024,150
11675341,Forest Hills,11375,120
11684682,Crown Heights,11213,29
11687738,Upper East Side,10065,117
11695094,Upper East Side,10065,140
11695338,Soundview,10473,45
11697308,Upper East Side,10128,125
11697629,,10013,95
11698202,Clinton Hill,11238,50
11699684,Boerum Hill,11217,150
11700121,Bedford-Stuyvesant,11233,150
11700127,Upper West Side,,180
11701006,Murray Hill,10016,105
11707920,Kensington,11218,45
11713899,East Village,10003,110
11715256,Kips Bay,10016,175
11715651,Kips Bay,10016,175
11716127,Flatiron District,10016,299
11716947,Greenpoint,11222,45
11724255,Murray Hill,10016,105
11728836,Astoria,11102,95
11732848,Fort Greene,11205,495
11737510,Hamilton Heights,10031,100
11738831,Upper East Side,10028,140
11738951,Financial District,10038,60
11739071,Midtown East,10022,142
11739168,Upper East Side,10021,125
11739698,Hell's Kitchen,10036,133
11740742,Williamsburg,11206,125
11741555,West Village,10014,625
11745621,Hell's Kitchen,10019,175
11750272,Stapleton,10304,75
11751327,Midtown East,10022,125
11751718,Kips Bay,10016,175
11752905,Midtown East,10022,150
11753010,Manhattan Beach,11235,125
11754456,Greenwich Village,10012,165
11755010,Jackson Heights,11372,109
11758313,,10013,95
11769741,Elmhurst,11373,59
11771908,Hell's Kitchen,10019,150
11772032,Sunnyside,11104,150
11775127,East Village,10003,100
11775483,Crown Heights,11213,35
11776428,Soho,10012,149
11783450,Woodhaven,11421,40
11786053,Washington Heights,10032,102
11786629,Bedford-Stuyvesant,11221,140
11786930,Cobble Hill,11231,490
11787290,Murray Hill,10016,250
11788559,Harlem,10026,450
11790047,Lefferts Garden,11225,98
11791673,Lefferts Garden,11225,109
11791904,Harlem,10030,150
11798095,Roosevelt Island,10044,55
11798453,East Flatbush,11210,80
11798590,Chelsea,10001,150
11800108,Upper East Side,,120
11801800,Crown Heights,11216,165
11801942,Park Slope,11215,200
11808073,Midtown,10018,339
11812986,Nolita,10012,250
11814079,Harlem,10037,120
11818137,Elmhurst,11373,55
11823125,Woodside,11377,86
11824236,Bay Ridge,11220,116
11825152,Columbia Street Waterfront,11201,85
11825529,Bedford-Stuyvesant,11221,95
11826892,Bedford-Stuyvesant,11221,70
11827224,Gramercy Park,10010,130
11833497,Park Slope,11215,100
11837962,Midtown East,10022,133
11839668,Flatiron District,10016,355
11840404,Kips Bay,10016,142
11842300,Financial District,10004,110
11844145,Midtown,10019,138
11844776,Sunnyside,11104,90
11848146,Kips Bay,10010,110
11850918,Alphabet City,10009,275
11851350,Bushwick,11237,54
11852071,Hamilton Heights,10031,135
11858737,Alphabet City,10009,69
11863468,Chelsea,10011,142
11864530,Hamilton Heights,10031,71
11865398,East Village,10003,133
11866751,Hell's Kitchen,10036,239
11868050,Park Slope,11217,159
11868110,East Village,10009,140
11869400,East Flatbush,11203,135
11871690,Lefferts Garden,11225,65
11871932,Upper West Side,10023,195
11871993,Chelsea,10001,179
11873498,Hamilton Heights,10031,73
11875118,Hell's Kitchen,10036,130
11885997,DUMBO,11201,245
11888026,Midtown East,10022,429
11889832,Williamsburg,11249,93
11890279,Flatiron District,10010,650
11890882,Astoria,11103,50
11891606,Midtown East,10017,159
